지점,지점명,일시,일 미세먼지 농도(㎍/㎥)
132,안면도(감),2019-09-07,34
132,안면도(감),2019-09-08,29
132,안면도(감),2019-09-09,37
132,안면도(감),2019-09-10,31
132,안면도(감),2019-09-11,19
132,안면도(감),2019-09-12,11
132,안면도(감),2019-09-13,17
132,안면도(감),2019-09-14,20
132,안면도(감),2019-09-15,19
132,안면도(감),2019-09-16,21
132,안면도(감),2019-09-17,26
132,안면도(감),2019-09-18,33
132,안면도(감),2019-09-19,31
132,안면도(감),2019-09-20,25
132,안면도(감),2019-09-21,11
132,안면도(감),2019-09-23,16
132,안면도(감),2019-09-24,19
132,안면도(감),2019-09-26,29
132,안면도(감),2019-09-27,32
132,안면도(감),2019-09-28,40
132,안면도(감),2019-09-29,37
132,안면도(감),2019-09-30,55
132,안면도(감),2019-10-01,37
132,안면도(감),2019-10-02,12
132,안면도(감),2019-10-03,36
132,안면도(감),2019-10-04,47
132,안면도(감),2019-10-05,32
132,안면도(감),2019-10-06,15
132,안면도(감),2019-10-07,11
132,안면도(감),2019-10-10,23
132,안면도(감),2019-10-11,42
132,안면도(감),2019-10-12,24
132,안면도(감),2019-10-13,22
132,안면도(감),2019-10-14,32
132,안면도(감),2019-10-15,29
132,안면도(감),2019-10-16,27
132,안면도(감),2019-10-17,33
132,안면도(감),2019-10-18,15
132,안면도(감),2019-10-19,25
132,안면도(감),2019-10-20,34
132,안면도(감),2019-10-21,46
132,안면도(감),2019-10-22,35
132,안면도(감),2019-10-23,29
132,안면도(감),2019-10-24,33
132,안면도(감),2019-10-25,22
132,안면도(감),2019-10-26,25
132,안면도(감),2019-10-27,16
132,안면도(감),2019-10-28,25
132,안면도(감),2019-10-29,95
132,안면도(감),2019-10-30,20
132,안면도(감),2019-10-31,54
132,안면도(감),2019-11-01,97
132,안면도(감),2019-11-02,54
132,안면도(감),2019-11-03,44
132,안면도(감),2019-11-04,20
132,안면도(감),2019-11-05,29
132,안면도(감),2019-11-06,27
132,안면도(감),2019-11-07,34
132,안면도(감),2019-11-08,19
132,안면도(감),2019-11-09,22
132,안면도(감),2019-11-10,30
132,안면도(감),2019-11-11,44
132,안면도(감),2019-11-12,24
132,안면도(감),2019-11-13,33
132,안면도(감),2019-11-16,52
132,안면도(감),2019-11-17,27
132,안면도(감),2019-11-18,79
132,안면도(감),2019-11-19,29
132,안면도(감),2019-11-20,16
132,안면도(감),2019-11-21,29
132,안면도(감),2019-11-22,31
132,안면도(감),2019-11-23,24
132,안면도(감),2019-11-24,29
132,안면도(감),2019-11-25,29
132,안면도(감),2019-11-26,22
132,안면도(감),2019-11-27,22
132,안면도(감),2019-11-28,23
132,안면도(감),2019-11-29,12
132,안면도(감),2019-11-30,19
132,안면도(감),2019-12-01,23
132,안면도(감),2019-12-02,24
132,안면도(감),2019-12-03,17
132,안면도(감),2019-12-04,24
132,안면도(감),2019-12-05,13
132,안면도(감),2019-12-06,16
132,안면도(감),2019-12-07,24
132,안면도(감),2019-12-08,25
132,안면도(감),2019-12-09,29
132,안면도(감),2019-12-10,60
132,안면도(감),2019-12-11,53
132,안면도(감),2019-12-12,15
132,안면도(감),2019-12-13,12
132,안면도(감),2019-12-14,31
132,안면도(감),2019-12-15,25
132,안면도(감),2019-12-16,33
132,안면도(감),2019-12-17,32
132,안면도(감),2019-12-18,24
132,안면도(감),2019-12-19,10
132,안면도(감),2019-12-20,13
132,안면도(감),2019-12-21,16
132,안면도(감),2019-12-22,28
132,안면도(감),2019-12-23,42
132,안면도(감),2019-12-24,49
132,안면도(감),2019-12-25,31
132,안면도(감),2019-12-26,32
132,안면도(감),2019-12-27,27
132,안면도(감),2019-12-28,25
132,안면도(감),2019-12-29,30
132,안면도(감),2019-12-30,26
132,안면도(감),2019-12-31,17
132,안면도(감),2020-01-01,27
132,안면도(감),2020-01-02,44
132,안면도(감),2020-01-03,46
132,안면도(감),2020-01-04,40
132,안면도(감),2020-01-05,28
132,안면도(감),2020-01-06,21
132,안면도(감),2020-01-07,6
132,안면도(감),2020-01-08,54
132,안면도(감),2020-01-09,38
132,안면도(감),2020-01-10,25
132,안면도(감),2020-01-11,25
132,안면도(감),2020-01-12,18
132,안면도(감),2020-01-13,17
132,안면도(감),2020-01-14,17
132,안면도(감),2020-01-15,17
132,안면도(감),2020-01-16,19
132,안면도(감),2020-01-17,31
132,안면도(감),2020-01-18,20
132,안면도(감),2020-01-19,61
132,안면도(감),2020-01-20,40
132,안면도(감),2020-01-21,30
132,안면도(감),2020-01-22,30
132,안면도(감),2020-01-23,47
132,안면도(감),2020-01-24,63
132,안면도(감),2020-01-25,55
132,안면도(감),2020-01-26,28
132,안면도(감),2020-01-27,7
132,안면도(감),2020-01-28,11
132,안면도(감),2020-01-29,13
132,안면도(감),2020-01-30,28
132,안면도(감),2020-01-31,31
132,안면도(감),2020-02-01,37
132,안면도(감),2020-02-02,41
132,안면도(감),2020-02-03,17
132,안면도(감),2020-02-04,15
132,안면도(감),2020-02-05,16
132,안면도(감),2020-02-06,21
132,안면도(감),2020-02-07,17
132,안면도(감),2020-02-08,33
132,안면도(감),2020-02-09,19
132,안면도(감),2020-02-10,70
132,안면도(감),2020-02-11,46
132,안면도(감),2020-02-12,25
132,안면도(감),2020-02-13,22
132,안면도(감),2020-02-14,51
132,안면도(감),2020-02-15,58
132,안면도(감),2020-02-16,26
132,안면도(감),2020-02-17,37
132,안면도(감),2020-02-18,23
132,안면도(감),2020-02-19,17
132,안면도(감),2020-02-20,25
132,안면도(감),2020-02-21,29
132,안면도(감),2020-02-22,76
132,안면도(감),2020-02-23,18
132,안면도(감),2020-02-24,21
132,안면도(감),2020-02-25,10
132,안면도(감),2020-02-26,21
132,안면도(감),2020-02-27,24
132,안면도(감),2020-02-28,24
132,안면도(감),2020-02-29,21
132,안면도(감),2020-03-01,32
132,안면도(감),2020-03-02,39
132,안면도(감),2020-03-03,29
132,안면도(감),2020-03-04,39
132,안면도(감),2020-03-05,30
132,안면도(감),2020-03-06,21
132,안면도(감),2020-03-07,35
132,안면도(감),2020-03-08,40
132,안면도(감),2020-03-09,43
132,안면도(감),2020-03-10,34
132,안면도(감),2020-03-11,45
132,안면도(감),2020-03-12,30
132,안면도(감),2020-03-13,28
132,안면도(감),2020-03-14,30
132,안면도(감),2020-03-15,42
132,안면도(감),2020-03-16,23
132,안면도(감),2020-03-17,41
132,안면도(감),2020-03-18,36
132,안면도(감),2020-03-19,45
132,안면도(감),2020-03-20,39
132,안면도(감),2020-03-21,42
132,안면도(감),2020-03-22,36
132,안면도(감),2020-03-23,38
132,안면도(감),2020-03-24,51
132,안면도(감),2020-03-25,46
132,안면도(감),2020-03-26,30
132,안면도(감),2020-03-27,35
132,안면도(감),2020-03-28,37
132,안면도(감),2020-03-29,41
132,안면도(감),2020-03-30,34
132,안면도(감),2020-03-31,27
132,안면도(감),2020-04-01,45
132,안면도(감),2020-04-02,33
132,안면도(감),2020-04-03,34
132,안면도(감),2020-04-04,62
132,안면도(감),2020-04-05,44
132,안면도(감),2020-04-06,26
132,안면도(감),2020-04-07,29
132,안면도(감),2020-04-08,36
132,안면도(감),2020-04-09,34
132,안면도(감),2020-04-10,30
132,안면도(감),2020-04-11,18
132,안면도(감),2020-04-12,25
132,안면도(감),2020-04-13,25
132,안면도(감),2020-04-14,46
132,안면도(감),2020-04-15,37
132,안면도(감),2020-04-16,34
132,안면도(감),2020-04-17,38
132,안면도(감),2020-04-18,30
132,안면도(감),2020-04-19,21
132,안면도(감),2020-04-20,16
132,안면도(감),2020-04-21,37
132,안면도(감),2020-04-22,79
132,안면도(감),2020-04-23,52
132,안면도(감),2020-04-24,37
132,안면도(감),2020-04-25,63
132,안면도(감),2020-04-26,30
132,안면도(감),2020-04-27,27
132,안면도(감),2020-04-28,25
132,안면도(감),2020-04-29,26
132,안면도(감),2020-04-30,28
132,안면도(감),2020-05-01,42
132,안면도(감),2020-05-02,38
132,안면도(감),2020-05-03,23
132,안면도(감),2020-05-04,29
132,안면도(감),2020-05-05,30
132,안면도(감),2020-05-06,31
132,안면도(감),2020-05-07,20
132,안면도(감),2020-05-08,28
132,안면도(감),2020-05-09,13
132,안면도(감),2020-05-10,21
132,안면도(감),2020-05-12,42
132,안면도(감),2020-05-13,35
132,안면도(감),2020-05-14,40
132,안면도(감),2020-05-20,10
132,안면도(감),2020-05-21,21
132,안면도(감),2020-05-22,26
132,안면도(감),2020-05-23,27
132,안면도(감),2020-05-24,18
132,안면도(감),2020-05-25,14
132,안면도(감),2020-05-26,18
132,안면도(감),2020-05-27,13
132,안면도(감),2020-05-28,17
132,안면도(감),2020-05-29,23
132,안면도(감),2020-05-30,36
132,안면도(감),2020-05-31,37
132,안면도(감),2020-06-01,15
132,안면도(감),2020-06-02,19
132,안면도(감),2020-06-03,11
132,안면도(감),2020-06-04,11
132,안면도(감),2020-06-05,13
132,안면도(감),2020-06-06,19
132,안면도(감),2020-06-07,36
132,안면도(감),2020-06-08,42
132,안면도(감),2020-06-09,55
132,안면도(감),2020-06-10,46
132,안면도(감),2020-06-11,27
132,안면도(감),2020-06-12,15
132,안면도(감),2020-06-13,40
132,안면도(감),2020-06-14,18
132,안면도(감),2020-06-15,21
132,안면도(감),2020-06-16,41
132,안면도(감),2020-06-17,28
132,안면도(감),2020-06-18,25
132,안면도(감),2020-06-19,32
132,안면도(감),2020-06-20,24
132,안면도(감),2020-06-21,29
132,안면도(감),2020-06-22,31
132,안면도(감),2020-06-23,35
132,안면도(감),2020-06-24,23
132,안면도(감),2020-06-25,15
132,안면도(감),2020-06-26,15
132,안면도(감),2020-06-27,18
132,안면도(감),2020-06-28,15
132,안면도(감),2020-06-29,25
132,안면도(감),2020-07-01,21
132,안면도(감),2020-07-02,23
132,안면도(감),2020-07-03,28
132,안면도(감),2020-07-04,23
132,안면도(감),2020-07-05,21
132,안면도(감),2020-07-07,12
132,안면도(감),2020-07-08,17
132,안면도(감),2020-07-09,32
132,안면도(감),2020-07-10,31
132,안면도(감),2020-07-11,14
132,안면도(감),2020-07-12,20
132,안면도(감),2020-07-14,10
132,안면도(감),2020-07-15,12
132,안면도(감),2020-07-16,16
132,안면도(감),2020-07-17,14
132,안면도(감),2020-07-18,23
132,안면도(감),2020-07-19,20
132,안면도(감),2020-07-20,20
132,안면도(감),2020-07-21,30
132,안면도(감),2020-07-22,23
132,안면도(감),2020-07-24,9
132,안면도(감),2020-07-25,10
132,안면도(감),2020-07-26,13
132,안면도(감),2020-07-27,19
132,안면도(감),2020-07-28,15
132,안면도(감),2020-07-29,10
132,안면도(감),2020-07-30,8
132,안면도(감),2020-08-01,15
132,안면도(감),2020-08-02,25
132,안면도(감),2020-08-03,30
132,안면도(감),2020-08-04,46
132,안면도(감),2020-08-05,33
132,안면도(감),2020-08-06,21
132,안면도(감),2020-08-07,14
132,안면도(감),2020-08-08,12
132,안면도(감),2020-08-09,20
132,안면도(감),2020-08-10,13
132,안면도(감),2020-08-11,18
132,안면도(감),2020-08-12,16
132,안면도(감),2020-08-13,20
132,안면도(감),2020-08-14,29
132,안면도(감),2020-08-15,22
132,안면도(감),2020-08-16,20
132,안면도(감),2020-08-17,17
132,안면도(감),2020-08-18,20
132,안면도(감),2020-08-19,39
132,안면도(감),2020-08-21,29
132,안면도(감),2020-08-22,31
132,안면도(감),2020-08-23,22
132,안면도(감),2020-08-24,31
132,안면도(감),2020-08-28,17
132,안면도(감),2020-08-30,7
132,안면도(감),2020-08-31,20
132,안면도(감),2020-09-09,25
132,안면도(감),2020-09-10,28
132,안면도(감),2020-09-11,33
132,안면도(감),2020-09-12,11
132,안면도(감),2020-09-13,9
132,안면도(감),2020-09-14,18
132,안면도(감),2020-09-15,22
132,안면도(감),2020-09-16,18
132,안면도(감),2020-09-17,19
132,안면도(감),2020-09-18,20
132,안면도(감),2020-09-19,26
132,안면도(감),2020-09-20,20
132,안면도(감),2020-09-21,24
132,안면도(감),2020-09-22,19
132,안면도(감),2020-09-23,11
132,안면도(감),2020-09-24,13
132,안면도(감),2020-09-25,14
132,안면도(감),2020-09-26,16
132,안면도(감),2020-09-27,13
132,안면도(감),2020-09-28,24
132,안면도(감),2020-09-29,30
132,안면도(감),2020-09-30,23
132,안면도(감),2020-10-01,22
132,안면도(감),2020-10-02,25
132,안면도(감),2020-10-03,34
132,안면도(감),2020-10-04,24
132,안면도(감),2020-10-05,24
132,안면도(감),2020-10-06,16
132,안면도(감),2020-10-07,25
132,안면도(감),2020-10-08,14
132,안면도(감),2020-10-09,18
132,안면도(감),2020-10-10,21
132,안면도(감),2020-10-11,24
132,안면도(감),2020-10-12,25
132,안면도(감),2020-10-13,19
132,안면도(감),2020-10-14,24
132,안면도(감),2020-10-17,30
132,안면도(감),2020-10-18,22
132,안면도(감),2020-10-19,37
132,안면도(감),2020-10-20,49
132,안면도(감),2020-10-21,47
132,안면도(감),2020-10-22,57
132,안면도(감),2020-10-23,29
132,안면도(감),2020-10-24,23
132,안면도(감),2020-10-25,24
132,안면도(감),2020-10-26,31
132,안면도(감),2020-10-27,35
132,안면도(감),2020-10-28,29
132,안면도(감),2020-10-29,24
132,안면도(감),2020-10-30,47
132,안면도(감),2020-10-31,26
132,안면도(감),2020-11-01,30
132,안면도(감),2020-11-02,54
132,안면도(감),2020-11-03,25
132,안면도(감),2020-11-04,24
132,안면도(감),2020-11-05,23
132,안면도(감),2020-11-06,27
132,안면도(감),2020-11-07,59
132,안면도(감),2020-11-08,55
132,안면도(감),2020-11-09,23
132,안면도(감),2020-11-10,23
132,안면도(감),2020-11-11,26
132,안면도(감),2020-11-13,26
132,안면도(감),2020-11-14,39
132,안면도(감),2020-11-15,44
132,안면도(감),2020-11-16,52
132,안면도(감),2020-11-17,44
132,안면도(감),2020-11-18,19
132,안면도(감),2020-11-19,28
132,안면도(감),2020-11-20,25
132,안면도(감),2020-11-21,23
132,안면도(감),2020-11-22,20
132,안면도(감),2020-11-23,18
132,안면도(감),2020-11-24,15
132,안면도(감),2020-11-25,21
132,안면도(감),2020-11-26,34
132,안면도(감),2020-11-27,24
132,안면도(감),2020-11-28,20
132,안면도(감),2020-11-29,16
132,안면도(감),2020-11-30,16
132,안면도(감),2020-12-01,19
132,안면도(감),2020-12-02,17
132,안면도(감),2020-12-03,19
132,안면도(감),2020-12-04,18
132,안면도(감),2020-12-05,20
132,안면도(감),2020-12-06,25
132,안면도(감),2020-12-07,37
132,안면도(감),2020-12-08,16
132,안면도(감),2020-12-09,21
132,안면도(감),2020-12-10,24
132,안면도(감),2020-12-11,51
132,안면도(감),2020-12-12,35
132,안면도(감),2020-12-13,32
132,안면도(감),2020-12-14,18
132,안면도(감),2020-12-15,16
132,안면도(감),2020-12-16,15
132,안면도(감),2020-12-17,18
132,안면도(감),2020-12-18,31
132,안면도(감),2020-12-19,16
132,안면도(감),2020-12-20,17
132,안면도(감),2020-12-21,21
132,안면도(감),2020-12-22,23
132,안면도(감),2020-12-23,45
132,안면도(감),2020-12-24,49
132,안면도(감),2020-12-25,26
132,안면도(감),2020-12-26,46
132,안면도(감),2020-12-27,29
132,안면도(감),2020-12-28,34
132,안면도(감),2020-12-29,31
132,안면도(감),2020-12-30,21
132,안면도(감),2020-12-31,21
135,추풍령,2016-01-01,39
135,추풍령,2016-01-02,36
135,추풍령,2016-01-03,43
135,추풍령,2016-01-04,66
135,추풍령,2016-01-05,21
135,추풍령,2016-01-06,34
135,추풍령,2016-01-07,31
135,추풍령,2016-01-08,20
135,추풍령,2016-01-09,23
135,추풍령,2016-01-10,40
135,추풍령,2016-01-11,26
135,추풍령,2016-01-12,30
135,추풍령,2016-01-13,20
135,추풍령,2016-01-14,27
135,추풍령,2016-01-15,53
135,추풍령,2016-01-16,61
135,추풍령,2016-01-19,16
135,추풍령,2016-01-20,25
135,추풍령,2016-01-21,33
135,추풍령,2016-01-22,27
135,추풍령,2016-01-23,24
135,추풍령,2016-01-24,23
135,추풍령,2016-01-25,31
135,추풍령,2016-01-26,41
135,추풍령,2016-01-27,54
135,추풍령,2016-01-28,61
135,추풍령,2016-01-29,30
135,추풍령,2016-01-30,16
135,추풍령,2016-01-31,31
135,추풍령,2016-02-01,25
135,추풍령,2016-02-02,25
135,추풍령,2016-02-03,33
135,추풍령,2016-02-04,30
135,추풍령,2016-02-05,26
135,추풍령,2016-02-06,31
135,추풍령,2016-02-07,29
135,추풍령,2016-02-08,40
135,추풍령,2016-02-09,38
135,추풍령,2016-02-10,37
135,추풍령,2016-02-11,30
135,추풍령,2016-02-12,20
135,추풍령,2016-02-13,13
135,추풍령,2016-02-14,20
135,추풍령,2016-02-15,20
135,추풍령,2016-02-16,19
135,추풍령,2016-02-17,20
135,추풍령,2016-02-18,35
135,추풍령,2016-02-19,47
135,추풍령,2016-02-20,44
135,추풍령,2016-02-21,22
135,추풍령,2016-02-22,28
135,추풍령,2016-02-23,49
135,추풍령,2016-02-24,20
135,추풍령,2016-02-25,29
135,추풍령,2016-02-26,57
135,추풍령,2016-02-27,51
135,추풍령,2016-02-28,49
135,추풍령,2016-02-29,32
135,추풍령,2016-03-01,26
135,추풍령,2016-03-02,24
135,추풍령,2016-03-03,35
135,추풍령,2016-03-04,38
135,추풍령,2016-03-05,17
135,추풍령,2016-03-06,36
135,추풍령,2016-03-08,62
135,추풍령,2016-03-09,33
135,추풍령,2016-03-10,25
135,추풍령,2016-03-11,26
135,추풍령,2016-03-12,48
135,추풍령,2016-03-13,69
135,추풍령,2016-03-14,74
135,추풍령,2016-03-15,42
135,추풍령,2016-03-16,46
135,추풍령,2016-03-17,34
135,추풍령,2016-03-18,31
135,추풍령,2016-03-19,42
135,추풍령,2016-03-20,51
135,추풍령,2016-03-21,32
135,추풍령,2016-03-22,37
135,추풍령,2016-03-23,47
135,추풍령,2016-03-24,21
135,추풍령,2016-03-25,27
135,추풍령,2016-03-26,48
135,추풍령,2016-03-27,42
135,추풍령,2016-03-28,41
135,추풍령,2016-03-29,57
135,추풍령,2016-03-30,51
135,추풍령,2016-03-31,50
135,추풍령,2016-04-01,48
135,추풍령,2016-04-02,50
135,추풍령,2016-04-03,47
135,추풍령,2016-04-04,12
135,추풍령,2016-04-05,28
135,추풍령,2016-04-06,45
135,추풍령,2016-04-07,13
135,추풍령,2016-04-08,56
135,추풍령,2016-04-09,127
135,추풍령,2016-04-10,112
135,추풍령,2016-04-11,27
135,추풍령,2016-04-12,27
135,추풍령,2016-04-13,20
135,추풍령,2016-04-14,38
135,추풍령,2016-04-15,37
135,추풍령,2016-04-16,34
135,추풍령,2016-04-17,24
135,추풍령,2016-04-18,36
135,추풍령,2016-04-19,24
135,추풍령,2016-04-20,28
135,추풍령,2016-04-21,20
135,추풍령,2016-04-22,35
135,추풍령,2016-04-23,143
135,추풍령,2016-04-24,137
135,추풍령,2016-04-25,57
135,추풍령,2016-04-26,63
135,추풍령,2016-04-27,23
135,추풍령,2016-04-28,23
135,추풍령,2016-04-29,38
135,추풍령,2016-04-30,48
135,추풍령,2016-05-01,35
135,추풍령,2016-05-02,29
135,추풍령,2016-05-03,14
135,추풍령,2016-05-04,39
135,추풍령,2016-05-05,28
135,추풍령,2016-05-06,27
135,추풍령,2016-05-07,94
135,추풍령,2016-05-08,57
135,추풍령,2016-05-09,56
135,추풍령,2016-05-10,29
135,추풍령,2016-05-11,19
135,추풍령,2016-05-12,22
135,추풍령,2016-05-13,24
135,추풍령,2016-05-14,25
135,추풍령,2016-05-15,26
135,추풍령,2016-05-16,19
135,추풍령,2016-05-17,30
135,추풍령,2016-05-18,29
135,추풍령,2016-05-19,30
135,추풍령,2016-05-20,28
135,추풍령,2016-05-21,34
135,추풍령,2016-05-22,36
135,추풍령,2016-05-23,38
135,추풍령,2016-05-24,23
135,추풍령,2016-05-25,35
135,추풍령,2016-05-26,71
135,추풍령,2016-05-27,58
135,추풍령,2016-05-28,45
135,추풍령,2016-05-29,41
135,추풍령,2016-05-31,49
135,추풍령,2016-06-01,33
135,추풍령,2016-06-02,19
135,추풍령,2016-06-03,36
135,추풍령,2016-06-04,35
135,추풍령,2016-06-05,20
135,추풍령,2016-06-06,13
135,추풍령,2016-06-07,20
135,추풍령,2016-06-08,30
135,추풍령,2016-06-09,27
135,추풍령,2016-06-10,36
135,추풍령,2016-06-11,36
135,추풍령,2016-06-12,29
135,추풍령,2016-06-13,24
135,추풍령,2016-06-14,37
135,추풍령,2016-06-15,35
135,추풍령,2016-06-16,21
135,추풍령,2016-06-17,31
135,추풍령,2016-06-18,34
135,추풍령,2016-06-19,29
135,추풍령,2016-06-20,32
135,추풍령,2016-06-21,36
135,추풍령,2016-06-22,28
135,추풍령,2016-06-23,20
135,추풍령,2016-06-24,23
135,추풍령,2016-06-25,18
135,추풍령,2016-06-26,21
135,추풍령,2016-06-27,22
135,추풍령,2016-06-28,28
135,추풍령,2016-06-29,24
135,추풍령,2016-06-30,17
135,추풍령,2016-07-01,17
135,추풍령,2016-07-03,21
135,추풍령,2016-07-05,11
135,추풍령,2016-07-07,12
135,추풍령,2016-07-08,19
135,추풍령,2016-07-09,26
135,추풍령,2016-07-10,24
135,추풍령,2016-07-11,32
135,추풍령,2016-07-12,22
135,추풍령,2016-07-13,32
135,추풍령,2016-07-14,21
135,추풍령,2016-07-15,13
135,추풍령,2016-07-16,13
135,추풍령,2016-07-17,10
135,추풍령,2016-07-18,13
135,추풍령,2016-07-19,32
135,추풍령,2016-07-20,24
135,추풍령,2016-07-21,24
135,추풍령,2016-07-22,25
135,추풍령,2016-07-23,29
135,추풍령,2016-07-24,26
135,추풍령,2016-07-25,24
135,추풍령,2016-07-26,19
135,추풍령,2016-07-27,18
135,추풍령,2016-07-28,26
135,추풍령,2016-07-29,36
135,추풍령,2016-07-30,23
135,추풍령,2016-07-31,25
135,추풍령,2016-08-01,23
135,추풍령,2016-08-02,25
135,추풍령,2016-08-03,21
135,추풍령,2016-08-04,22
135,추풍령,2016-08-05,25
135,추풍령,2016-08-06,30
135,추풍령,2016-08-07,24
135,추풍령,2016-08-08,27
135,추풍령,2016-08-09,24
135,추풍령,2016-08-10,31
135,추풍령,2016-08-11,25
135,추풍령,2016-08-12,27
135,추풍령,2016-08-13,31
135,추풍령,2016-08-14,29
135,추풍령,2016-08-15,25
135,추풍령,2016-08-16,26
135,추풍령,2016-08-17,27
135,추풍령,2016-08-18,22
135,추풍령,2016-08-23,16
135,추풍령,2016-08-24,12
135,추풍령,2016-08-25,19
135,추풍령,2016-08-27,11
135,추풍령,2016-08-28,8
135,추풍령,2016-08-29,9
135,추풍령,2016-08-30,15
135,추풍령,2016-08-31,18
135,추풍령,2016-09-01,54
135,추풍령,2016-09-02,13
135,추풍령,2016-09-04,18
135,추풍령,2016-09-05,18
135,추풍령,2016-09-06,33
135,추풍령,2016-09-07,40
135,추풍령,2016-09-08,28
135,추풍령,2016-09-09,36
135,추풍령,2016-09-10,33
135,추풍령,2016-09-11,24
135,추풍령,2016-09-12,18
135,추풍령,2016-09-13,16
135,추풍령,2016-09-14,22
135,추풍령,2016-09-15,33
135,추풍령,2016-09-16,31
135,추풍령,2016-09-18,10
135,추풍령,2016-09-19,11
135,추풍령,2016-09-20,14
135,추풍령,2016-09-21,26
135,추풍령,2016-09-22,30
135,추풍령,2016-09-23,26
135,추풍령,2016-09-24,27
135,추풍령,2016-09-25,27
135,추풍령,2016-09-26,30
135,추풍령,2016-09-27,19
135,추풍령,2016-09-28,25
135,추풍령,2016-09-29,12
135,추풍령,2016-09-30,13
135,추풍령,2016-10-01,15
135,추풍령,2016-10-02,17
135,추풍령,2016-10-03,18
135,추풍령,2016-10-04,19
135,추풍령,2016-10-05,13
135,추풍령,2016-10-06,27
135,추풍령,2016-10-07,17
135,추풍령,2016-10-08,13
135,추풍령,2016-10-09,13
135,추풍령,2016-10-10,16
135,추풍령,2016-10-11,19
135,추풍령,2016-10-12,31
135,추풍령,2016-10-13,33
135,추풍령,2016-10-14,41
135,추풍령,2016-10-15,56
135,추풍령,2016-10-16,32
135,추풍령,2016-10-17,18
135,추풍령,2016-10-18,32
135,추풍령,2016-10-19,28
135,추풍령,2016-10-20,38
135,추풍령,2016-10-21,23
135,추풍령,2016-10-22,19
135,추풍령,2016-10-23,11
135,추풍령,2016-10-24,14
135,추풍령,2016-10-25,12
135,추풍령,2016-10-26,19
135,추풍령,2016-10-27,25
135,추풍령,2016-10-28,17
135,추풍령,2016-10-29,24
135,추풍령,2016-10-31,20
135,추풍령,2016-11-01,15
135,추풍령,2016-11-04,39
135,추풍령,2016-11-05,38
135,추풍령,2016-11-06,24
135,추풍령,2016-11-07,27
135,추풍령,2016-11-08,29
135,추풍령,2016-11-09,40
135,추풍령,2016-11-10,28
135,추풍령,2016-11-11,34
135,추풍령,2016-11-12,56
135,추풍령,2016-11-13,43
135,추풍령,2016-11-14,38
135,추풍령,2016-11-15,33
135,추풍령,2016-11-16,31
135,추풍령,2016-11-17,56
135,추풍령,2016-11-18,53
135,추풍령,2016-11-19,20
135,추풍령,2016-11-20,28
135,추풍령,2016-11-21,28
135,추풍령,2016-11-22,22
135,추풍령,2016-11-23,24
135,추풍령,2016-11-24,17
135,추풍령,2016-11-25,26
135,추풍령,2016-11-26,43
135,추풍령,2016-11-27,26
135,추풍령,2016-11-28,54
135,추풍령,2016-11-29,20
135,추풍령,2016-11-30,25
135,추풍령,2016-12-01,32
135,추풍령,2016-12-02,21
135,추풍령,2016-12-03,28
135,추풍령,2016-12-04,33
135,추풍령,2016-12-05,62
135,추풍령,2016-12-06,17
135,추풍령,2016-12-07,30
135,추풍령,2016-12-08,42
135,추풍령,2016-12-09,31
135,추풍령,2016-12-10,18
135,추풍령,2016-12-11,29
135,추풍령,2016-12-12,29
135,추풍령,2016-12-13,31
135,추풍령,2016-12-14,35
135,추풍령,2016-12-15,20
135,추풍령,2016-12-16,19
135,추풍령,2016-12-17,22
135,추풍령,2016-12-18,32
135,추풍령,2016-12-19,27
135,추풍령,2016-12-20,33
135,추풍령,2016-12-21,22
135,추풍령,2016-12-22,13
135,추풍령,2016-12-23,18
135,추풍령,2016-12-24,39
135,추풍령,2016-12-25,42
135,추풍령,2016-12-26,25
135,추풍령,2016-12-27,23
135,추풍령,2016-12-28,30
135,추풍령,2016-12-29,20
135,추풍령,2016-12-30,22
135,추풍령,2016-12-31,22
135,추풍령,2017-01-01,41
135,추풍령,2017-01-02,35
135,추풍령,2017-01-03,60
135,추풍령,2017-01-04,47
135,추풍령,2017-01-05,28
135,추풍령,2017-01-06,19
135,추풍령,2017-01-07,31
135,추풍령,2017-01-08,25
135,추풍령,2017-01-09,37
135,추풍령,2017-01-10,23
135,추풍령,2017-01-11,18
135,추풍령,2017-01-12,26
135,추풍령,2017-01-13,20
135,추풍령,2017-01-14,29
135,추풍령,2017-01-15,30
135,추풍령,2017-01-16,30
135,추풍령,2017-01-17,38
135,추풍령,2017-01-18,59
135,추풍령,2017-01-19,75
135,추풍령,2017-01-20,39
135,추풍령,2017-01-21,21
135,추풍령,2017-01-22,35
135,추풍령,2017-01-23,36
135,추풍령,2017-01-24,29
135,추풍령,2017-01-25,33
135,추풍령,2017-01-27,41
135,추풍령,2017-01-28,33
135,추풍령,2017-01-29,22
135,추풍령,2017-01-30,32
135,추풍령,2017-01-31,26
135,추풍령,2017-02-01,24
135,추풍령,2017-02-03,35
135,추풍령,2017-02-04,49
135,추풍령,2017-02-05,30
135,추풍령,2017-02-06,34
135,추풍령,2017-02-07,33
135,추풍령,2017-02-08,29
135,추풍령,2017-02-09,26
135,추풍령,2017-02-10,24
135,추풍령,2017-02-11,21
135,추풍령,2017-02-13,33
135,추풍령,2017-02-14,36
135,추풍령,2017-02-15,48
135,추풍령,2017-02-16,36
135,추풍령,2017-02-17,27
135,추풍령,2017-02-18,23
135,추풍령,2017-02-19,31
