지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 지면온도(°C)
108,서울,2016. 12. 14,-1.4,0.1,2.7,68.1,0.2,2.98,,-0.1
108,서울,2016. 12. 15,-5,,3,41.8,9.1,9.64,,-2.2
108,서울,2016. 12. 16,-4.7,,2.2,40.3,9.2,9.62,,-3.3
108,서울,2016. 12. 17,2.7,0,1.8,60.1,6.3,6.21,,0.7
108,서울,2016. 12. 18,4.9,,1.9,68.8,0.1,3.06,,3.9
108,서울,2016. 12. 19,7.2,0.1,2.5,66,3.8,5.32,,6.2
108,서울,2016. 12. 20,7.6,,1.2,71.3,8.9,7.86,,4.6
108,서울,2016. 12. 21,7.9,29,3.5,75.5,3.4,5.01,,5.8
108,서울,2016. 12. 22,5.5,23.5,3.5,90.3,0,1.37,,6.8
108,서울,2016. 12. 23,-2.5,0.1,3.6,71.1,0.8,2.35,,0
108,서울,2016. 12. 24,-2.4,,1.8,66,3.1,4.96,,-0.5
108,서울,2016. 12. 25,1,,1.7,69.5,6.1,7.54,,0
108,서울,2016. 12. 26,2.5,0,1.4,73.8,0,1.66,,2.2
108,서울,2016. 12. 27,-2.3,0.5,3.5,54.6,8.4,9.29,0.5,0.6
108,서울,2016. 12. 28,-3.7,,1.8,49,9.1,9.22,,-2.1
108,서울,2016. 12. 29,-4.2,0.3,2.8,53.1,8.9,9.67,1,-1.2
108,서울,2016. 12. 30,-3.9,,1.3,50.9,5.6,6.79,,-3
108,서울,2016. 12. 31,0.7,0,1.5,65.4,3.5,5.28,,1.2
112,인천,2016. 1. 1,3.1,,2.4,83.9,3,5.01,,1.9
112,인천,2016. 1. 2,7.4,,3.3,93.1,7.4,7.6,,5.5
112,인천,2016. 1. 3,5.9,,1.2,98,0.3,4.27,,6.1
112,인천,2016. 1. 4,2.2,,4.3,72.9,8.6,8.39,,2.9
112,인천,2016. 1. 5,-1.9,,3.9,46.3,7.2,7.61,,-0.8
112,인천,2016. 1. 6,-0.3,,2.6,64.9,2.7,4.42,,0.1
112,인천,2016. 1. 7,-2.1,,3.5,61.6,8.9,8.96,,0.2
112,인천,2016. 1. 8,-1.9,,2.5,64.1,9.2,8.91,,-0.5
112,인천,2016. 1. 9,-0.6,,2.3,70.5,8.4,8.89,,0.2
112,인천,2016. 1. 10,1.3,0,3.8,53.6,8,8.71,,1.2
112,인천,2016. 1. 11,-3.5,,3.7,52.4,9.2,9.24,,-0.8
112,인천,2016. 1. 12,-4.3,,3.5,59.3,9.1,9.51,,-1.4
112,인천,2016. 1. 13,-3.4,1.6,3,74.3,5.1,6.19,2.7,-1
112,인천,2016. 1. 14,-2.3,0,2.2,65.6,8.1,8.82,1.6,0.2
112,인천,2016. 1. 15,1,,2.3,61.1,7.3,7.95,,1
112,인천,2016. 1. 16,2.2,0.1,2.6,77.1,1,4.59,,1
112,인천,2016. 1. 17,2.5,,2.6,79.6,0,3.85,,1.3
112,인천,2016. 1. 18,-5.9,0.2,7.7,73.5,8.1,8.72,,-0.9
112,인천,2016. 1. 19,-11.2,,7.7,61.4,9.4,10.24,,-4.2
112,인천,2016. 1. 20,-9.4,,2.7,59.9,8.4,7.97,,-3.6
112,인천,2016. 1. 21,-6.5,,3.1,61,7,8.41,,-2.4
112,인천,2016. 1. 22,-6.5,,3.9,49.8,6.4,7.41,,-3
112,인천,2016. 1. 23,-10.6,0,7,57,8.8,9.75,,-4
112,인천,2016. 1. 24,-13.1,,5,60.1,9.3,9.79,,-5.2
112,인천,2016. 1. 25,-7.6,0,2.8,61.5,9.5,10.37,,-3.4
112,인천,2016. 1. 26,-1.1,0.9,2.9,80.5,4.5,6.83,1.5,-0.5
112,인천,2016. 1. 27,-0.2,,2.4,71.9,9.1,8.96,,-0.6
112,인천,2016. 1. 28,0.6,,2.7,63.3,2.1,5.52,,-0.7
112,인천,2016. 1. 29,1.5,,3.9,55,0,3.56,,-0.2
112,인천,2016. 1. 30,-0.1,,3.3,77,5.9,7.41,,-0.3
112,인천,2016. 1. 31,-3.9,,3.9,52.8,7.6,9.75,,-1.2
112,인천,2016. 2. 1,-5.4,,3.9,47.1,9.5,11.29,,-1.9
112,인천,2016. 2. 2,-4.2,,2.5,51.4,9.9,11.33,,-1.6
112,인천,2016. 2. 3,-0.9,,2.3,58.8,7.7,9.95,,-0.5
112,인천,2016. 2. 4,0.3,,3.5,67.8,8.2,10.29,,0.5
112,인천,2016. 2. 5,-1.3,,2.9,56.4,9,10.12,,-0.1
112,인천,2016. 2. 6,-2.5,,4.2,53.4,9.9,11.54,,-0.4
112,인천,2016. 2. 7,-1.8,,1.9,61.6,10,11.85,,-0.3
112,인천,2016. 2. 8,1.9,,4.6,82.5,3.4,6.03,,0.4
112,인천,2016. 2. 9,1.6,,4.1,64.9,9.9,11.78,,1.5
112,인천,2016. 2. 10,3.4,,1.9,51.5,10.1,11.83,,1.7
112,인천,2016. 2. 11,9.3,2.4,3.8,42.9,4.5,7.05,,2.6
112,인천,2016. 2. 12,9.7,13.2,3.6,98,0,1,,5.4
112,인천,2016. 2. 13,11,21.9,3.4,98,0.3,3.41,,9
112,인천,2016. 2. 14,-2.5,,6.4,80.4,2.4,5.23,,1.7
112,인천,2016. 2. 15,-5.3,0.4,5,61.8,10.3,13.39,0.5,-0.4
112,인천,2016. 2. 16,-1.2,0.9,4.3,77.8,5.5,6.91,0.6,0
112,인천,2016. 2. 17,1.5,,3.4,68.5,10.2,13.36,,1.6
112,인천,2016. 2. 18,3.9,,5,89.4,6.9,7.96,,2.5
112,인천,2016. 2. 19,2.6,,2.2,71.4,0.3,4.31,,1.2
112,인천,2016. 2. 20,1.5,,4.8,54.1,9.5,12.41,,2.1
112,인천,2016. 2. 21,0.3,,3.6,47,10.1,12.76,,1.6
112,인천,2016. 2. 22,1.6,0.3,1.9,46.9,0,5.09,,1.5
112,인천,2016. 2. 23,0.8,0.3,4.2,69.9,9.1,13.1,,3.2
112,인천,2016. 2. 24,-2.5,,3.7,55.4,10.6,14.65,,1.5
112,인천,2016. 2. 25,1,,3.7,69.4,10,11.86,,1.6
112,인천,2016. 2. 26,2.4,0,2.4,63,10,13.84,,3.4
112,인천,2016. 2. 27,3.2,0,2.1,84.4,6.8,10.28,,4.8
112,인천,2016. 2. 28,1.2,3.7,3.7,79.6,1.1,3.89,5.8,1.8
112,인천,2016. 2. 29,-2.6,,7.3,56,9.4,13,4.1,1.1
112,인천,2016. 3. 1,-1.4,,3.6,59.8,9.7,13.42,,1.5
112,인천,2016. 3. 2,3.5,,4.8,91,9.3,12.32,,3
112,인천,2016. 3. 3,8.3,,3.5,83.9,1.7,7.22,,6.5
112,인천,2016. 3. 4,13.5,1.8,3.4,75.8,9.3,13.03,,10.8
112,인천,2016. 3. 5,11,42.1,4.9,97.6,0,0.89,,9.8
112,인천,2016. 3. 6,6.7,0,3.3,72.6,8.7,14.08,,8.4
112,인천,2016. 3. 7,7.4,,2.4,60.4,0.1,4.09,,5.7
112,인천,2016. 3. 8,2.6,,5,53.6,1.8,7.7,,3.4
112,인천,2016. 3. 9,0,,6.1,49.4,10.1,15.87,,4.1
112,인천,2016. 3. 10,-0.3,,5.3,48.3,10.9,16.94,,4.2
112,인천,2016. 3. 11,0.1,,3.9,55.5,11.3,16.9,,5
112,인천,2016. 3. 12,2.6,,3.6,75.9,6.3,12.34,,3.1
112,인천,2016. 3. 13,3.8,0.1,2.6,84.8,2,7.45,,5
112,인천,2016. 3. 14,4.8,,3.4,70.4,10.5,15.67,,8.5
112,인천,2016. 3. 15,5,,2.2,62.4,8.9,15.52,,7.7
112,인천,2016. 3. 16,6.9,,2,71.1,10.7,16.61,,10.2
112,인천,2016. 3. 17,8.6,,1.4,59.4,5.8,10.32,,7.8
112,인천,2016. 3. 18,12,,2.7,70.5,7,12.92,,14.2
112,인천,2016. 3. 19,9.9,,3.4,76.8,10.8,16.36,,12.5
112,인천,2016. 3. 20,8.4,,2.3,79.3,10.9,16.54,,12.2
112,인천,2016. 3. 21,7.5,,2.5,84,10.6,16.28,,9.8
112,인천,2016. 3. 22,6.1,,2.7,90.9,8.1,14.49,,9.4
112,인천,2016. 3. 23,7.2,,4.7,63.9,9.4,16.06,,10.2
112,인천,2016. 3. 24,6.1,,3.9,47.6,11.5,18.17,,10.7
112,인천,2016. 3. 25,6.2,,2.5,69.5,11.3,17.58,,11.2
112,인천,2016. 3. 26,6.1,,2.8,79.1,10.8,17.68,,10.5
112,인천,2016. 3. 27,6.4,,2.7,81.1,11.3,17.16,,10.4
112,인천,2016. 3. 28,8.7,,2.6,71.1,11.2,17.95,,11.9
112,인천,2016. 3. 29,10.2,0.1,5.2,83.9,5.7,12.54,,12
112,인천,2016. 3. 30,8.8,,2.1,81.1,8.1,16.25,,13.6
112,인천,2016. 3. 31,12.6,,1.7,45.5,8.8,14.84,,15.4
112,인천,2016. 4. 1,13.5,,2.3,41.9,10.2,18.16,,17.5
112,인천,2016. 4. 2,13.4,,2.3,62,9.2,17.23,,17.8
112,인천,2016. 4. 3,10.7,0.1,2.9,81.3,0,2.73,,9.7
112,인천,2016. 4. 4,11.2,,3.4,58.1,11.2,19.12,,16.6
112,인천,2016. 4. 5,9.4,,2.8,75.4,11.7,19.19,,16.6
112,인천,2016. 4. 6,13.4,3.7,2.2,60.8,8.2,14.18,,16.1
112,인천,2016. 4. 7,13,7.1,3.7,83,9,17,,15
112,인천,2016. 4. 8,8.1,,3.2,97,3.3,11.15,,11.2
112,인천,2016. 4. 9,9.7,0.4,2.4,98,0,2.95,,11.8
112,인천,2016. 4. 10,11.2,0.2,2.5,92.5,4,12.11,,13.9
112,인천,2016. 4. 11,11.3,,3.2,64.9,11.8,19.37,,15
112,인천,2016. 4. 12,13.3,,2.8,64.8,8.2,15.6,,15.3
112,인천,2016. 4. 13,14.1,0.7,1.8,92.5,7.7,15.78,,17.2
112,인천,2016. 4. 14,8.8,,2.5,98,3.6,10.62,,13.7
112,인천,2016. 4. 15,12.9,,2.1,71.9,10.6,19.76,,18.2
112,인천,2016. 4. 16,15.3,30.5,4.2,74.3,2.6,6.28,,14.4
112,인천,2016. 4. 17,10.3,16.2,7,89.9,9.3,17.67,,13.3
112,인천,2016. 4. 18,10.2,0.2,4.2,88,9.4,17.85,,13.7
112,인천,2016. 4. 19,10.7,,2.8,84.5,11.7,20.12,,14
112,인천,2016. 4. 20,13.6,0.7,2.8,77.5,3.4,11.74,,14.4
112,인천,2016. 4. 21,13.2,21,3.5,98,0.2,6.15,,14.5
112,인천,2016. 4. 22,11.6,,3.1,98,0.2,4.71,,14
112,인천,2016. 4. 23,12.1,,2.1,75.6,5.4,14.8,,15.7
112,인천,2016. 4. 24,14.8,,2.7,56.1,11.5,20.52,,18.4
112,인천,2016. 4. 25,15.5,,2.2,52.6,11.7,20.2,,19.4
112,인천,2016. 4. 26,19.8,,3.1,52.6,9.3,17.45,,21.6
112,인천,2016. 4. 27,17.2,,3.9,46.1,0,7.46,,16.3
112,인천,2016. 4. 28,14.8,,2.8,59.6,9.3,18.15,,17.5
112,인천,2016. 4. 29,14,,3,82.5,11.5,20.75,,20.3
112,인천,2016. 4. 30,14.9,,4.8,67.1,6.2,14.65,,17.8
112,인천,2016. 5. 1,17.7,,3.9,59.3,8,16.2,,18.9
112,인천,2016. 5. 2,20.4,13.5,4.2,81.1,7.5,15.99,,23.5
112,인천,2016. 5. 3,13.1,35.4,8.7,96.8,0,1.6,,13.9
112,인천,2016. 5. 4,15.3,,7.9,61.4,13.1,23.4,,16.7
112,인천,2016. 5. 5,18,0.8,2.7,64.4,10.2,19.86,,20.8
112,인천,2016. 5. 6,14.8,8.7,3.3,98,0,2.14,,15.6
112,인천,2016. 5. 7,15.2,,3,80.8,12.8,22.51,,19
112,인천,2016. 5. 8,18.3,,2.2,65.9,11.6,21.5,,21.9
112,인천,2016. 5. 9,18.3,,2.6,73.1,5.7,16.32,,22.9
112,인천,2016. 5. 10,14.1,11,3.9,96.3,0,3.44,,14.9
112,인천,2016. 5. 11,15.3,,3.1,83.4,13.2,23.14,,20.5
112,인천,2016. 5. 12,15.9,,3.7,90.6,12.7,23.07,,20.7
112,인천,2016. 5. 13,17.3,,3.6,68.9,12.5,23.59,,22.3
112,인천,2016. 5. 14,19.1,,2.9,63,11,22.08,,23.5
112,인천,2016. 5. 15,16.5,38,3.6,87.8,4.2,10.35,,19.4
112,인천,2016. 5. 16,14.7,0.3,3.6,79.1,12.3,23.75,,19.8
112,인천,2016. 5. 17,17.6,,2.1,72.4,13.2,23.59,,20.4
112,인천,2016. 5. 18,20.9,,2.1,58.1,13.7,23.84,,21.9
112,인천,2016. 5. 19,23.5,,3,50.6,13.3,23.08,,22.6
112,인천,2016. 5. 20,22.2,,1.8,62.9,12.5,20.97,,22.8
112,인천,2016. 5. 21,24.1,,2.6,36,12.4,23.39,,22.8
112,인천,2016. 5. 22,23.3,,2.1,43.5,12.6,22.88,,24
112,인천,2016. 5. 23,20.9,0,2.4,67.6,5.2,15.02,,22.8
112,인천,2016. 5. 24,15.7,40.8,3.7,98,4.8,9.24,,18.4
112,인천,2016. 5. 25,18.4,,2.9,94.8,4.4,11.84,,20
112,인천,2016. 5. 26,18,,2.4,96.9,1.7,6.97,,18.2
112,인천,2016. 5. 27,19.5,,2.2,89.6,7.7,17.95,,22.3
112,인천,2016. 5. 28,19.2,,2.4,80.4,12.6,23.17,,22.2
112,인천,2016. 5. 29,19.6,,2.2,86.3,8.9,20.01,,22.1
112,인천,2016. 5. 30,20.5,,2.3,85.5,12.6,23.57,,23.5
112,인천,2016. 5. 31,19.4,,2.7,93.1,11.2,20.97,,24
112,인천,2016. 6. 1,22.4,,2.9,66.3,13,22.7,,26.7
112,인천,2016. 6. 2,21.8,,2.6,66.6,13.7,24.06,,27.6
112,인천,2016. 6. 3,20.4,,2.4,71.8,11.5,21.94,,26.5
112,인천,2016. 6. 4,20.3,,2.1,83.1,2.6,10.21,,22.6
112,인천,2016. 6. 5,23.1,,2.5,69,12,22.34,,28.5
112,인천,2016. 6. 6,22,0,3,72,2,10.57,,23.8
112,인천,2016. 6. 7,20.9,,2.2,91.8,9,19.29,,26.7
112,인천,2016. 6. 8,19.5,,2.5,97.3,10.1,20.73,,27.4
112,인천,2016. 6. 9,21.6,,2,85.6,10.5,21.55,,28.2
112,인천,2016. 6. 10,21.9,,2.4,88.9,11.7,21.8,,29.3
112,인천,2016. 6. 11,22.3,3.8,2.3,95.6,1.5,9.06,,24.8
112,인천,2016. 6. 12,21.6,,2,98,7.1,16.07,,26.3
112,인천,2016. 6. 13,20.7,,2.2,95.6,8.5,20.37,,27.8
112,인천,2016. 6. 14,21.5,0,2.7,91.8,8,18.65,,28.4
112,인천,2016. 6. 15,19.7,8.8,4.2,96.1,1.7,5.89,,20.5
112,인천,2016. 6. 16,19.9,,3.1,97.5,9.1,17.61,,24.8
112,인천,2016. 6. 17,22.2,,3.4,89.4,12.2,21.49,,27.4
112,인천,2016. 6. 18,21.8,,2.5,93.1,11.4,22.93,,28.5
112,인천,2016. 6. 19,22.8,,2.4,93,9.9,19.81,,28.5
112,인천,2016. 6. 20,23.1,,2.3,92.5,7.9,16.74,,27.7
112,인천,2016. 6. 21,23.9,,2,93.3,7.4,16.35,,28.7
112,인천,2016. 6. 22,23.9,2.8,2.8,95.1,0.6,9.52,,25.5
112,인천,2016. 6. 23,23.4,0,2.2,95.1,8.5,18.7,,29.1
112,인천,2016. 6. 24,22.5,2.3,2.9,93.4,4.8,12.1,,25.4
112,인천,2016. 6. 25,22.4,,3.3,86,12.1,22.98,,28.1
112,인천,2016. 6. 26,23.2,,2.9,87,13.7,24.45,,31
112,인천,2016. 6. 27,23.4,,2.3,81.5,5.5,13.46,,27.3
112,인천,2016. 6. 28,22.8,,1.9,91.3,9.6,18.74,,28.8
112,인천,2016. 6. 29,23.8,,2.6,88,9.9,19.7,,32.1
112,인천,2016. 6. 30,23,1.8,3,98,0.5,7.72,,25.5
112,인천,2016. 7. 1,23.5,107,3.6,98,0,4.07,,24
112,인천,2016. 7. 2,22.6,0.7,2.7,97.3,8.5,21.09,,27.2
112,인천,2016. 7. 3,22.4,,2.1,95.9,3.5,11.99,,25.1
112,인천,2016. 7. 4,22.2,27.1,3.6,97,0.5,4.21,,22.7
112,인천,2016. 7. 5,22.6,79.8,4,98,0,2.27,,23
112,인천,2016. 7. 6,21.4,0,2.2,97.5,7.6,16.66,,24.2
112,인천,2016. 7. 7,23.1,0,1.5,91,8.1,16.19,,25.6
112,인천,2016. 7. 8,25.7,,2.5,90.5,13.3,22.79,,27.8
112,인천,2016. 7. 9,26.2,,2.3,89.1,12,22.95,,28.8
112,인천,2016. 7. 10,25.7,,1.8,92.5,10.3,20.5,,28.4
112,인천,2016. 7. 11,26.5,,1.9,89,7,19.28,,29.2
112,인천,2016. 7. 12,25,2.3,2.3,86.3,8.6,18.2,,27.6
112,인천,2016. 7. 13,24.7,0,2.4,97,4.9,12.8,,27.3
112,인천,2016. 7. 14,25.9,,2.7,90.5,9.9,16.48,,28.7
112,인천,2016. 7. 15,25.7,1.4,3.4,78.5,1.2,9.62,,26
112,인천,2016. 7. 16,21,46.7,5,98,0,3.02,,22.2
112,인천,2016. 7. 17,21.1,0.4,3.2,98,0,9.77,,24
112,인천,2016. 7. 18,23.1,,2.1,97.1,10,17.48,,26.2
112,인천,2016. 7. 19,26.2,,1.9,90,11.5,20.78,,27.7
112,인천,2016. 7. 20,28.1,,2,89.6,7.9,16.83,,28.5
112,인천,2016. 7. 21,28,,2.8,86.5,4.9,14.36,,28.3
112,인천,2016. 7. 22,28.5,,2.9,89.3,10.7,20.66,,30
112,인천,2016. 7. 23,27.7,0.2,3,95,4.9,13.26,,28.9
112,인천,2016. 7. 24,27,0,2.5,98,1.4,8.01,,27.5
112,인천,2016. 7. 25,27,,2.2,98,7.6,16.75,,30.9
112,인천,2016. 7. 26,27,,3,98,5,14.44,,28.6
112,인천,2016. 7. 27,26.7,1.3,4.4,98,1,6.57,,27.8
112,인천,2016. 7. 28,26.2,0,2.7,97.4,7.6,17.95,,30
112,인천,2016. 7. 29,25.6,30.3,2.7,98,1.6,6.75,,27.2
112,인천,2016. 7. 30,27,3.3,2.4,94.3,5.4,14.15,,29
112,인천,2016. 7. 31,27.7,,2.1,97,9.3,19.48,,30
112,인천,2016. 8. 1,26.9,0,2,98,4.7,14.01,,28.7
112,인천,2016. 8. 2,26.9,,1.8,97.9,1.1,10.67,,28.5
112,인천,2016. 8. 3,28.2,,1.8,89,12.8,18.7,,29.8
112,인천,2016. 8. 4,29,,1.9,93.1,12,17.06,,30.2
112,인천,2016. 8. 5,29.4,,1.9,93.3,11.7,19.43,,30.9
112,인천,2016. 8. 6,29.2,,1.8,89.9,11.1,20.04,,31.8
112,인천,2016. 8. 7,28.7,,2.4,83.6,12.3,21.18,,32.1
112,인천,2016. 8. 8,28.9,,2.5,92.3,11.6,19.15,,32.4
112,인천,2016. 8. 9,29.2,,2.2,89,10.9,18.16,,32.7
112,인천,2016. 8. 10,28.1,,2.3,89.9,12.1,19.94,,32.1
112,인천,2016. 8. 11,29,,2.3,90.4,12.8,21.09,,32.4
112,인천,2016. 8. 12,29,,2.3,92.1,11.6,20.55,,34.5
112,인천,2016. 8. 13,28.9,,2.3,96.4,10.8,20.68,,35.1
112,인천,2016. 8. 14,28.4,,2.3,98,5.4,11.8,,32.4
112,인천,2016. 8. 15,28,,2.2,89.1,8,17.1,,32
112,인천,2016. 8. 16,28.4,,2.1,91.9,11.4,16.84,,33.8
112,인천,2016. 8. 17,28.9,,2,89.3,10.4,16.87,,33.2
112,인천,2016. 8. 18,28.9,,2.1,85.3,5.1,14.13,,33.3
112,인천,2016. 8. 19,29.2,,2,88.8,1.1,10.52,,32.7
112,인천,2016. 8. 20,29.4,,2.6,86.3,3.9,12.96,,32.3
112,인천,2016. 8. 21,29.8,0.1,2.5,76.4,8.7,17.54,,34.2
112,인천,2016. 8. 22,29,,2.9,87.5,12.1,19.86,,35.3
112,인천,2016. 8. 23,28.9,,2.4,85.8,7.9,14.76,,34
112,인천,2016. 8. 24,28.2,,2.2,82.6,5.8,12.74,,32.4
112,인천,2016. 8. 25,27,3.8,2.3,90,5.2,12.96,,30.9
112,인천,2016. 8. 26,23.2,8.3,4.8,67.8,6.4,14.02,,25.1
112,인천,2016. 8. 27,23.8,0,3.8,51.5,11.6,18.53,,27.6
112,인천,2016. 8. 28,22.2,0,4.3,69.5,8.9,16.14,,26.6
112,인천,2016. 8. 29,22.8,,4,65.5,9.9,19.2,,28.2
112,인천,2016. 8. 30,21.4,,5.8,75.1,5.8,11.22,,24.8
112,인천,2016. 8. 31,19,14.3,6.2,96.6,0,3.39,,18.4
112,인천,2016. 9. 1,23.7,,4.2,91.8,9,15.04,,23.7
112,인천,2016. 9. 2,24.1,15.1,4.1,84.3,9.6,16.12,,25.3
112,인천,2016. 9. 3,24.3,,2.5,90.9,5.9,12.18,,25.9
112,인천,2016. 9. 4,24.8,,2.3,94.4,1.9,9.34,,25.7
112,인천,2016. 9. 5,25.3,,2.6,90.9,10.1,15.78,,26.4
112,인천,2016. 9. 6,24,,2.1,94.9,7.3,13.34,,25.4
112,인천,2016. 9. 7,23.6,,2,91.5,4.5,10.92,,25.3
112,인천,2016. 9. 8,23.4,1,1.7,94.6,5.2,10.78,,24.4
112,인천,2016. 9. 9,23.8,0,2.1,90.8,9.7,16.73,,26.3
112,인천,2016. 9. 10,24,,1.9,94.3,7.6,13.15,,25.9
112,인천,2016. 9. 11,23.7,0.2,2.7,90.8,6.8,12.79,,25.3
112,인천,2016. 9. 12,23.8,0,2.2,92.3,8.9,12.86,,25.8
112,인천,2016. 9. 13,24,,2.2,87,9.8,15.84,,26.3
112,인천,2016. 9. 14,24.5,,1.8,86.1,8.6,14.75,,27.3
112,인천,2016. 9. 15,23.6,,2,92.5,6.8,13.56,,26.3
112,인천,2016. 9. 16,23.9,,1.6,89.1,3.2,10.89,,25.2
112,인천,2016. 9. 17,23.2,7.6,3.9,79,8.2,14.36,,24.3
112,인천,2016. 9. 18,23.4,,3.1,73,7.8,12.64,,23.3
112,인천,2016. 9. 19,22,,3.9,69.3,10.8,14.14,,23.5
112,인천,2016. 9. 20,20.9,,3.6,54.5,11.8,17.62,,23.7
112,인천,2016. 9. 21,20.8,,2.2,58,10.2,14.03,,22.6
112,인천,2016. 9. 22,22.1,,2.5,68,10.1,16.54,,25.4
112,인천,2016. 9. 23,21.6,,2,81.5,10.6,15.46,,24.6
112,인천,2016. 9. 24,22,,1.7,82.8,9.3,14.59,,24.6
112,인천,2016. 9. 25,22.4,,1.7,83,5.4,12.29,,25.5
112,인천,2016. 9. 26,23.9,,1.8,81.3,6.4,10.1,,26
112,인천,2016. 9. 27,21,10.5,1.7,95.4,0,2.46,,21.8
112,인천,2016. 9. 28,19.7,0.1,2,98,0,3.21,,20.5
112,인천,2016. 9. 29,20.3,,3.3,85.1,6.8,11.4,,21.8
112,인천,2016. 9. 30,20.6,,2,88.4,2.2,8.09,,21.7
112,인천,2016. 10. 1,21.1,,1.2,93.5,2.3,8.12,,21.8
112,인천,2016. 10. 2,19.4,22.5,3.3,97.6,0,1.9,,19.2
112,인천,2016. 10. 3,22,9.4,3.5,89.1,9.1,14.79,,23.3
112,인천,2016. 10. 4,22.4,,3,75.3,10.9,15.51,,21.9
112,인천,2016. 10. 5,21,0,4.4,82,6.9,11.96,,20.7
112,인천,2016. 10. 6,17.5,,3.4,72.4,10.9,14.85,,18.9
112,인천,2016. 10. 7,19.4,2.7,3.7,85,3.9,8.1,,19.6
112,인천,2016. 10. 8,16.7,6.1,5,79.6,7.7,12.62,,18.3
112,인천,2016. 10. 9,11.5,,4.8,57.4,10.8,15.56,,13.6
112,인천,2016. 10. 10,13.7,,2.7,55.1,9.8,13.92,,14.5
112,인천,2016. 10. 11,16.2,,2.1,79,7.7,10.51,,16
112,인천,2016. 10. 12,14.9,,3.4,67.3,10.5,13.99,,15.6
112,인천,2016. 10. 13,15,,2.2,58.4,9.2,11.57,,14.8
112,인천,2016. 10. 14,17,,1.9,83,8.4,10.88,,16.3
112,인천,2016. 10. 15,19.2,,2.1,78.5,8.2,11.18,,17.7
112,인천,2016. 10. 16,17.7,1.5,2.3,86.9,0,2.65,,16.8
112,인천,2016. 10. 17,17.6,,2.5,94.4,7.4,9.7,,18.1
112,인천,2016. 10. 18,16.4,,2.1,79.4,8.1,11.95,,16.1
112,인천,2016. 10. 19,17.7,,1.6,87.6,9.3,11.74,,17.6
112,인천,2016. 10. 20,18.8,,2.5,78.8,8.9,11.6,,17.5
112,인천,2016. 10. 21,18.2,,3.7,73,2.2,7.14,,17.3
112,인천,2016. 10. 22,17.9,,2.9,81.5,4.6,7.1,,17.6
112,인천,2016. 10. 23,14,2.7,4.7,82,0,1.4,,13.9
112,인천,2016. 10. 24,15.6,0,2.8,71.6,9,12.04,,15.8
112,인천,2016. 10. 25,14.8,32.4,3.7,91.4,4.6,7.6,,16.2
112,인천,2016. 10. 26,14.1,,2.3,87.3,2.4,4.83,,13.7
112,인천,2016. 10. 27,15,,2.8,63.3,5.3,8.37,,14.4
112,인천,2016. 10. 28,14.8,0.5,4,62.5,2.8,6.25,,13.7
112,인천,2016. 10. 29,7.7,,4.9,40.6,0.8,5.75,,7
112,인천,2016. 10. 30,8.7,,2.3,31,10.1,12.61,,7.1
112,인천,2016. 10. 31,6.7,0.9,3.8,61.8,0,1.59,,6.1
112,인천,2016. 11. 1,2.1,,4,48.1,10.1,12.67,,3
112,인천,2016. 11. 2,5.1,0.9,2.1,57.9,7.5,9.33,,3.9
112,인천,2016. 11. 3,10.5,0,2.8,66.6,8.6,10.45,,9.7
112,인천,2016. 11. 4,13,,4.8,74.1,5.1,7.04,,10.9
112,인천,2016. 11. 5,15.2,,3.4,85.5,3.4,5.45,,13.2
112,인천,2016. 11. 6,15.1,0.1,3.3,65.6,3,6.32,,12.9
112,인천,2016. 11. 7,12.9,2.2,3.8,75,2.5,5,,12.7
112,인천,2016. 11. 8,4.1,0.1,5.8,57.3,9.2,10.68,,5.8
112,인천,2016. 11. 9,2,,3.4,43.8,9.5,11.36,,2.4
112,인천,2016. 11. 10,6.4,0,2.3,61.8,0.8,4.11,,5.3
112,인천,2016. 11. 11,10.3,6.9,3.7,61.4,8.9,9.66,,8.1
112,인천,2016. 11. 12,12.5,,4.2,66.4,6.5,7.09,,9.4
112,인천,2016. 11. 13,15.4,1.1,2.5,75,4.1,6.78,,12.9
112,인천,2016. 11. 14,13.7,3.1,2.4,81.1,0,1.65,,12.7
112,인천,2016. 11. 15,5.7,,5,46.8,9.8,10.82,,4.3
112,인천,2016. 11. 16,5.8,,2,50.4,8.4,7.82,,4.3
112,인천,2016. 11. 17,9.5,,2,63,7.9,8.13,,7.3
112,인천,2016. 11. 18,11.7,0,2.3,60.5,3.9,5.52,,8.2
112,인천,2016. 11. 19,12.7,0.2,2.2,79,4.4,6.4,,11.8
112,인천,2016. 11. 20,9.1,,4.1,51.3,9.1,9.47,,7.7
112,인천,2016. 11. 21,9.5,,3.6,47.1,1.1,4.09,,7
112,인천,2016. 11. 22,1.9,0,6,49,5,7.36,,3.2
112,인천,2016. 11. 23,-1.6,,5.1,44.9,8.1,8.39,,-0.7
112,인천,2016. 11. 24,-1.2,,3.6,41.4,9.5,9.78,,-1.1
112,인천,2016. 11. 25,2.5,,1.8,44.8,6.2,7.28,,1.1
112,인천,2016. 11. 26,2.2,2.7,3.1,76.4,0,1.33,0.5,1.2
112,인천,2016. 11. 27,4.8,0.2,2.1,84.4,3.5,4.62,,5
